Padrón de Mercaderías;;;;;;
;;;;;;
Fecha de Emision: 26/11/2025 Hora: 10:16;;;;;;
Estados: Activa;;;;;;
Incluyendo Mercaderías sin Fabricante;;;;;;
;;;;;;
Código;Código de Barras;Nombre;Unidad Base;Fabricante;Marca;Tipo Producto
10359413;6953182732716;CAMA MPETS TAHITI SOFT M - GRIS - 10359413;;PET CARE;MPETS;Mercadería / Simple
1036;;CORRAL P/PERRO - 8 PANELES - 90 X 61 CM;;DISHER LTDA;JBC PET SUP;Mercadería / Simple
10361899;6953182739715;CAMA MPETS TAHITI SOFT L - GRIS OSCURO - 10361899;;PET CARE;MPETS;Mercadería / Simple
10361999;6953182739722;CAMA MPETS TAHITI SOFT L - GRIS CLARO - 10361999;;PET CARE;MPETS;Mercadería / Simple
10364699;;CAMA MPETS - URBANSTYLE BLANCO/NEGRO -S - 10364699;;PET CARE;MPETS;Mercadería / Simple
10364799;;CAMA MPETS - URBANSTYLE BLANCO/NEGRO -M - 10364799;;PET CARE;MPETS;Mercadería / Simple
10364899;;CAMA MPETS - URBANSTYLE BLANCO/NEGRO  -L - 10364899;;PET CARE;MPETS;Mercadería / Simple
10364999;;CAMA MPETS - URBANSTYLE BLANCO/NEGRO -XL - 10364999;;PET CARE;MPETS;Mercadería / Simple
10366608;6953182758648;CAMPERA MPETS GENTLE DOG - S;;PET CARE;MPETS;Mercadería / Simple
10366708;6953182758655;CAMPERA MPETS GENTLE DOG - M;;PET CARE;MPETS;Mercadería / Simple
10366808;.6953182758662;CAMPERA MPETS GENTLE DOG - L;;PET CARE;MPETS;Mercadería / Simple
10366908;;CAMPERA MPETS GENTLE DOG - XL;;PET CARE;MPETS;Mercadería / Simple
10367008;;CAMPERA MPETS GENTLE DOG - XXL;;PET CARE;MPETS;Mercadería / Simple
10368099;;CAMPERA MPETS URBANSTYLE BLANCO/NEGRO - S;;PET CARE;MPETS;Mercadería / Simple
10368199;;CAMPERA MPETS URBANSTYLE BLANCO/NEGRO - M;;PET CARE;MPETS;Mercadería / Simple
10368299;.6953182758808;CAMPERA MPETS URBANSTYLE BLANCO/NEGRO - L;;PET CARE;MPETS;Mercadería / Simple
10368399;6953182758815;CAMPERA MPETS URBANSTYLE BLANCO/NEGRO - XL;;PET CARE;MPETS;Mercadería / Simple
10368499;;CAMPERA MPETS URBANSTYLE BLANCO/NEGRO - XXL;;PET CARE;MPETS;Mercadería / Simple
10401599;6953182735304;CASA MPETS - CHALET DOG HOUSE - S - 10401599;;PET CARE;MPETS;Mercadería / Simple
10401699;6953182735311;CASA MPETS - CHALET DOG HOUSE - M - 10401699;;PET CARE;MPETS;Mercadería / Simple
10403399;6953182743774;TRANSPORTADORA MPETS - ECO VIAGGIO CARRIER - L. (81 X 56 X 58.5 CMS - 10403399;;PET CARE;MPETS;Mercadería / Simple
10403499;6953182743781;TRANSPORTADORA MPETS - ECO VIAGGIO CARRIER - XL (91.5 X 61 X 66 ) - 10403499;;PET CARE;MPETS;Mercadería / Simple
10403599;6953182743798;TRANSPORTADORA MPETS - ECO VIAGGIO CARRIER - XXL. ( 102 X 71 X 76) - 10403599;;PET CARE;MPETS;Mercadería / Simple
1042D;;CORRAL P/PERRO - 8 PANELES - 106 X 61 CM (X);;DISHER LTDA;JBC PET SUP;Mercadería / Simple
104316649;;OBSEQUIO - CONTENEDOR PRO PLAN;;NESTLE;PRO PLAN;Mercadería / Simple
10434;;PELOTA HUGGLEHOUNDS DOTTIE VACA RUFF-TEX - 10434;;USA PET;HUGGLEHOUNDS;Mercadería / Simple
10436499;;DISPENSADOR AGUA Y COMIDA DUPLO MPETS 6 L/2,65 KG - BLANCO - 10436499;;PET CARE;MPETS;Mercadería / Simple
10440599;6953182735267;TRANSPORTADORA + RUEDAS MPETS - TREK CARRIER L - 91,5x63x67 cm - 10440599;;PET CARE;MPETS;Mercadería / Simple
10442;813168014426;PELOTA HUGGLEHOUNDS HAMLET CHANCHO RUFF-TEX - 10442;;USA PET;HUGGLEHOUNDS;Mercadería / Simple
10500109;5415341002050;BOTELLA PARA PASEO MPETS - 500ML - 10500109;;PET CARE;MPETS;Mercadería / Simple
10500209;5415341002074;BOTELLA PARA PASEO MPETS - 750ML - 10500209;;PET CARE;MPETS;Mercadería / Simple
10500212;5415341000285;COMEDERO ELEVADO MPETS - L 54X34X22 CM - 2X950 ML - 10500212;;PET CARE;MPETS;Mercadería / Simple
10500312;5415341000292;COMEDERO ELEVADO MPETS - XL 63X39X30 CM - 2X1500 ML - 10500312;;PET CARE;MPETS;Mercadería / Simple
10502199BL;5415341000551BL;COMEDERO PLASTICO M-PETS SLOW - 450 ML - BLANCO - 10502199;;PET CARE;MPETS;Mercadería / Simple
10502199CE;5415341000551CE;COMEDERO PLASTICO M-PETS SLOW - 450 ML - CELESTE - 10502199;;PET CARE;MPETS;Mercadería / Simple
10502199VE;5415341000551VE;COMEDERO PLASTICO M-PETS SLOW - 450 ML - VERDE - 10502199;;PET CARE;MPETS;Mercadería / Simple
10502299BL;5415341000568BL;COMEDERO PLASTICO M-PETS SLOW - 900 ML - BLANCO - 10502299;;PET CARE;MPETS;Mercadería / Simple
10502299CE;5415341000568CE;COMEDERO PLASTICO M-PETS SLOW - 900 ML - CELESTE - 10502299;;PET CARE;MPETS;Mercadería / Simple
10502299VE;5415341000568VE;COMEDERO PLASTICO M-PETS SLOW - 900 ML - VERDE - 10502299;;PET CARE;MPETS;Mercadería / Simple
10502399BL;5415341000575BL;COMEDERO PLASTICO M-PETS SLOW - 1400 ML - BLANCO - 10502399;;PET CARE;MPETS;Mercadería / Simple
10502399CE;5415341000575CE;COMEDERO PLASTICO M-PETS SLOW - 1400 ML - CELESTE - 10502399;;PET CARE;MPETS;Mercadería / Simple
10502399VE;5415341000575VE;COMEDERO PLASTICO M-PETS SLOW - 1400 ML - VERDE - 10502399;;PET CARE;MPETS;Mercadería / Simple
10502599AZ;5415341000605AZ;COMEDERO M-PETS SINGLE 775 ML AZUL - 10502599;;PET CARE;MPETS;Mercadería / Simple
10502599NE;5415341000605NE;COMEDERO M-PETS SINGLE 775 ML NEGRO - 10502599;;PET CARE;MPETS;Mercadería / Simple
10502599VE;5415341000605VE;COMEDERO M-PETS SINGLE 775 ML VERDE - 10502599;;PET CARE;MPETS;Mercadería / Simple
10502699AZ;5415341000612AZ;COMEDERO M-PETS SINGLE 1150 ML AZUL - 10502699;;PET CARE;MPETS;Mercadería / Simple
10502699NE;5415341000612NE;COMEDERO M-PETS SINGLE 1150 ML NEGRO - 10502699;;PET CARE;MPETS;Mercadería / Simple
10502699VE;5415341000612VE;COMEDERO M-PETS SINGLE 1150 ML VERDE - 10502699;;PET CARE;MPETS;Mercadería / Simple
10502799AZ;5415341000629AZ;COMEDERO M-PETS SINGLE 2300 ML AZUL - 10502799;;PET CARE;MPETS;Mercadería / Simple
10502799NE;5415341000629NE;COMEDERO M-PETS SINGLE 2300 ML NEGRO - 10502799;;PET CARE;MPETS;Mercadería / Simple
10502799VE;5415341000629VE;COMEDERO M-PETS SINGLE 2300 ML VERDE - 10502799;;PET CARE;MPETS;Mercadería / Simple
10502899AZ;5415341000636AZ;COMEDERO DOBLE M-PETS SINGLE 2 x 400 ML AZUL - 10502899;;PET CARE;MPETS;Mercadería / Simple
10502899NE;5415341000636NE;COMEDERO DOBLE M-PETS SINGLE 2 x 400 ML NEGRO - 10502899;;PET CARE;MPETS;Mercadería / Simple
10502899VE;5415341000636VE;COMEDERO DOBLE M-PETS SINGLE 2 x 400 ML VERDE - 10502899;;PET CARE;MPETS;Mercadería / Simple
10502999;5415341000643;COMEDERO PLASTICO DOBLE M-PETS - SINGLE - 2 x 650 ML - 10502999;;PET CARE;MPETS;Mercadería / Simple
10503099;5415341000650;COMEDERO PLASTICO DOBLE M-PETS - SINGLE - 2 x 950 ML - 10503099;;PET CARE;MPETS;Mercadería / Simple
10503299;5415341000674;BEBEDERO - MPETS - FUENTE DE AGUA PARA PERRO - 10503299;;PET CARE;MPETS;Mercadería / Simple
10510499;estabaCambiadoPorELArena;COMEDERO MPETS ECO BAMBOO OLIVA 190 ML - 10510499;;PET CARE;MPETS;Mercadería / Simple
10510599;6953182748816;COMEDERO MPETS ECO BAMBOO OLIVA 350 ML - 10510599;;PET CARE;MPETS;Mercadería / Simple
10510699;6953182748823;COMEDERO MPETS ECO BAMBOO OLIVA 600 ML - 10510699;;PET CARE;MPETS;Mercadería / Simple
10510799;6953182748809;COMEDERO MPETS ECO BAMBOO ARENA 190 ML - 10510799;;PET CARE;MPETS;Mercadería / Simple
10510899;6953182748847;COMEDERO MPETS ECO BAMBOO ARENA 350 ML - 10510899;;PET CARE;MPETS;Mercadería / Simple
10510999;6953182748854;COMEDERO MPETS ECO BAMBOO ARENA 600 ML - 10510999;;PET CARE;MPETS;Mercadería / Simple
10524;813168015249;PELUCHE HUGGLEHOUNDS STUEY MONO (S) - 10524 (X);;USA PET;HUGGLEHOUNDS;Mercadería / Simple
10530599;6953182743460;BOWL ESKIMO MPETS 1.25 L - Black - 10530599;;PET CARE;MPETS;Mercadería / Simple
10530699;;BOWL ESKIMO MPETS 2 L - Black - 10530699;;PET CARE;MPETS;Mercadería / Simple
10530799;6953182743484;BOWL ESKIMO MPETS 1.25 L - Blue - 10530799;;PET CARE;MPETS;Mercadería / Simple
10530899;6953182743491;BOWL ESKIMO MPETS 2 L - Blue - 10530899;;PET CARE;MPETS;Mercadería / Simple
10530999;6953182743507;BOWL ESKIMO MPETS 1.25 L - Red - 10530999;;PET CARE;MPETS;Mercadería / Simple
10531099;6953182743514;BOWL ESKIMO MPETS 2 L - Red - 10531099;;PET CARE;MPETS;Mercadería / Simple
105351;105351;VETMEDIN 5 MG;;BOEHRINGER;BOEHRINGER;Mercadería / Simple
10553299;6953182731481;DISPENSADOR DE AGUA MPETS SAONE - 6 L - 10553299;;PET CARE;MPETS;Mercadería / Simple
10554099;;COMEDERO ELEVADO DOBLE MPETS URBAN STYLE MULTICOLOR - 10554099;;PET CARE;MPETS;Mercadería / Simple
10554199;;COMEDERO ELEVADO DOBLE MPETS URBAN STYLE BLANCO/NEGRO - 10554199;;PET CARE;MPETS;Mercadería / Simple
10600399;6953182711629;PELUCHE M-PETS CHARLY SQUEAKER - 10600399;;PET CARE;MPETS;Mercadería / Simple
10600699;6953182711650;PELUCHE M-PETS FRANKY SQUEAKER - 10600699;;PET CARE;MPETS;Mercadería / Simple
10600899;6953182709251;PELUCHE MPETS GRINGO FOXES - 10600899;;PET CARE;MPETS;Mercadería / Simple
106028886;;OBSEQUIO - BOWL PLEGABLE PURINA;;NESTLE;PURINA;Mercadería / Simple
10608099;6953182710707;TUBO MPETS VERDE - 27.3 x 5 CM - 10608099;;PET CARE;MPETS;Mercadería / Simple
10608199;6953182710714;TUBO MPETS AZUL - 27.3 x 5 CM - 10608199;;PET CARE;MPETS;Mercadería / Simple
10608499;6953182710745;PELOTA M-PETS - SQUEAKY VERDE 6.3 CM - 10608499;;PET CARE;MPETS;Mercadería / Simple
10608599;6953182710752;PELOTA M-PETS - SQUEAKY AZUL 6.3 CM - 10608599;;PET CARE;MPETS;Mercadería / Simple
10608999CE;6953182710790ce;PELOTA M-PETS MARS TRANSPARENTE - CELESTE - 10608999;;PET CARE;MPETS;Mercadería / Simple
10608999VE;6953182710790ve;PELOTA M-PETS MARS TRANSPARENTE - VERDE - 10608999;;PET CARE;MPETS;Mercadería / Simple
10608999VI;6953182710790VIO;PELOTA M-PETS MARS TRANSPARENTE - VIOLETA - 10608999;;PET CARE;MPETS;Mercadería / Simple
10609;;CUERDA HUGGLEHOUNDS BITSY CONEJO LARGE - 10609;;USA PET;HUGGLEHOUNDS;Mercadería / Simple
10609099AM;6953182710806AM;PELOTA M-PETS - MARS - AMARILLA - 10609099;;PET CARE;MPETS;Mercadería / Simple
10609099AZ;6953182710806AZ;PELOTA M-PETS - MARS - AZUL - 10609099;;PET CARE;MPETS;Mercadería / Simple
10609099NA;6953182710806NA;PELOTA M-PETS - MARS - NARANJA - 10609099;;PET CARE;MPETS;Mercadería / Simple
10609299CE;6953182710820CE;MORDEDOR MPETS JUPITER TRANSPARENTE - CELESTE - 10609299;;PET CARE;MPETS;Mercadería / Simple
10609299NA;6953182710820NA;MORDEDOR MPETS JUPITER TRANSPARENTE - NARANJA - 10609299;;PET CARE;MPETS;Mercadería / Simple
10609299VE;6953182710820VE;MORDEDOR MPETS JUPITER TRANSPARENTE - VERDE - 10609299;;PET CARE;MPETS;Mercadería / Simple
10609299VI;6953182710820VI;MORDEDOR MPETS JUPITER TRANSPARENTE - VIOLETA - 10609299;;PET CARE;MPETS;Mercadería / Simple
10610;;CUERDA HUGGLEHOUNDS BITSY CONEJO SUPER SIZE - 10610;;USA PET;HUGGLEHOUNDS;Mercadería / Simple
10612;9365701024;CUERDA HUGGLEHOUNDS STUEY MONO LARGE - 10612;;USA PET;HUGGLEHOUNDS;Mercadería / Simple
10612299;6953182715504;MORDEDOR MPETS - POLLO - 10612299;;PET CARE;MPETS;Mercadería / Simple
10612499;6953182714002;MORDEDOR MPETS CHANCHO - 10612499;;PET CARE;MPETS;Mercadería / Simple
10615;;CUERDA HUGGLEHOUNDS DILLY PATO LARGE - 10615;;USA PET;HUGGLEHOUNDS;Mercadería / Simple
10615515;6953182719588;MORDEDOR MPETS - CUERDA 2 NUDOS 20 CM - 10615515;;PET CARE;MPETS;Mercadería / Simple
10615615;6953182719595;MORDEDOR MPETS - CUERDA 2 NUDOS 26 CM - 10615615;;PET CARE;MPETS;Mercadería / Simple
10616;;CUERDA HUGGLEHOUNDS DILLY PATO SUPER SIZE - 10616;;USA PET;HUGGLEHOUNDS;Mercadería / Simple
10616599AM;6953182719687AM;MORDEDOR MPETS - ARO DE CUERDA CON PELOTA - AMARILLO - 10616599;;PET CARE;MPETS;Mercadería / Simple
10616599AZ;6953182719687AZ;MORDEDOR MPETS - ARO DE CUERDA CON PELOTA - AZUL - 10616599;;PET CARE;MPETS;Mercadería / Simple
10616599RO;6953182719687RO;MORDEDOR MPETS - ARO DE CUERDA CON PELOTA - ROJO - 10616599;;PET CARE;MPETS;Mercadería / Simple
10616699AM;6953182719694AM;PELOTA M-PETS - TWIST - AMARILLO - 10616699;;PET CARE;MPETS;Mercadería / Simple
10616699CE;6953182719694CE;PELOTA M-PETS - TWIST - CELESTE - 10616699;;PET CARE;MPETS;Mercadería / Simple
10616699RO;6953182719694RO;PELOTA M-PETS - TWIST - ROSA - 10616699;;PET CARE;MPETS;Mercadería / Simple
10629305;6953182727170;PELOTA M-PETS - ARCO M 13 CM - 10629305;;PET CARE;MPETS;Mercadería / Simple
10630003;6953182727248;MORDEDOR MPETS - HUESO DE GOMA - VERDE - 10630003;;PET CARE;MPETS;Mercadería / Simple
10630105;6953182727255;MORDEDOR MPETS - HUESO DE GOMA - NARANJA - 10630105;;PET CARE;MPETS;Mercadería / Simple
10630217;6953182727262;MORDEDOR MPETS - HUESO DE GOMA - CELESTE - 10630217;;PET CARE;MPETS;Mercadería / Simple
10637199;6953182735700;MORDEDOR M-PETS TASTY - SATURN - AZUL - 10637199;;PET CARE;MPETS;Mercadería / Simple
10637299;6953182735717;MORDEDOR M-PETS TASTY - SATURN - ROJO - 10637299;;PET CARE;MPETS;Mercadería / Simple
10637417;6953182735731;MORDEDOR MPETS - REX BLUE - 10637417;;PET CARE;MPETS;Mercadería / Simple
10637516;6953182735748;MORDEDOR MPETS - REX ORANGE - 10637516;;PET CARE;MPETS;Mercadería / Simple
10645399;;PELOTA MPETS VICE VERSA - BEEF SCENT - 10645399;;PET CARE;MPETS;Mercadería / Simple
10645499;;HUESO MPETS VICE VERSA - BEEF SCENT - 10645499;;PET CARE;MPETS;Mercadería / Simple
10645799;6953182743859;HUESO MPETS VICE VERSA - BACON SCENT - 10645799;;PET CARE;MPETS;Mercadería / Simple
10645899;6953182743866;PELOTA MPETS VICE VERSA - BACON SCENT - 10645899;;PET CARE;MPETS;Mercadería / Simple
1065;7896588968589;EQUILIBRIO CACHORRO RAZA PEQUEÑA 7.5 KG;;SADENIR;EQUILIBRIO;Mercadería / Simple
10656799;6953182748946;JUGUETE INTERACTIVO PERRO - MPETS AIR TOSS - VERDE - 10656799;;PET CARE;MPETS;Mercadería / Simple
10658106;6953182749264;JUGUETE INTERACTIVO PERRO - MPETS AIR TOSS - AMARILLO - 10658106;;PET CARE;MPETS;Mercadería / Simple
10659799;;PELUCHE DINOSAURIO MPETS CUBITUS TUMBLER - 10659799;;PET CARE;MPETS;Mercadería / Simple
10659899;;PELUCHE DINOSAURIO MPETS MORDICUS TUMBLER - 10659899;;PET CARE;MPETS;Mercadería / Simple
10659999;;PELUCHE DINOSAURIO MPETS RASIBUS TUMBLER - 10659999;;PET CARE;MPETS;Mercadería / Simple
10667999;6953182760726;MORDEDOR MPETS CHEWOOD - L - 10667999;;PET CARE;MPETS;Mercadería / Simple
10668099;6953182760733;MORDEDOR MPETS CHEWOOD - S - 10668099;;PET CARE;MPETS;Mercadería / Simple
10668199;6953182760740;MORDEDOR MPETS CHEWOOD - TWIST - 10668199;;PET CARE;MPETS;Mercadería / Simple
10668299;6953182760757;MORDEDOR MPETS CHEWOOD - RAMA GRANDE - L - 10668299;;PET CARE;MPETS;Mercadería / Simple
10668399;6953182760764;MORDEDOR MPETS CHEWOOD - RAMA PEQUEÑA - S - 10668399;;PET CARE;MPETS;Mercadería / Simple
10668499;6953182760771;MORDEDOR MPETS CHEWOOD - HUESO CON GOMA - S - 10668499;;PET CARE;MPETS;Mercadería / Simple
10668599;6953182760788;MORDEDOR MPETS CHEWOOD - HUESO CON GOMA - L - 10668599;;PET CARE;MPETS;Mercadería / Simple
10693;813168016932;PELUCHE HUGGLEHOUNDS SLY ZORRO (L) - 10693 (X);;USA PET;HUGGLEHOUNDS;Mercadería / Simple
10694;813168016949;PELUCHE HUGGLEHOUNDS SLY ZORRO (S) - 10694 (X);;USA PET;HUGGLEHOUNDS;Mercadería / Simple
10697;813168016970;PELOTA HUGGLEHOUNDS MORRIS ALCE RUFF-TEX - 10697;;USA PET;HUGGLEHOUNDS;Mercadería / Simple
10699;813168016994;PELOTA HUGGLEHOUNDS REGGIE MAPACHE RUFF-TEX - 10699;;USA PET;HUGGLEHOUNDS;Mercadería / Simple
10700613;5415341002456;BOLSO TRANSPORTADOR MPETS - S - 10700613;;PET CARE;MPETS;Mercadería / Simple
10700713;5415341002463;BOLSO TRANSPORTADOR MPETS - L - 10700713;;PET CARE;MPETS;Mercadería / Simple
10701;813168017014;PELOTA HUGGLEHOUNDS DRAGON AZUL RUFF-TEX - 10701;;USA PET;HUGGLEHOUNDS;Mercadería / Simple
10702813;6953182736431;ESCALERA MPETS PLEGABLE - 10702813;;PET CARE;MPETS;Mercadería / Simple
10742;813168017427;PELUCHE HUGGLEHOUNDS FERGIE RANA (S) - 10742 (X);;USA PET;HUGGLEHOUNDS;Mercadería / Simple
10743;813168017434;PELUCHE HUGGLEHOUNDS FERGIE RANA (L) - 10743 (X);;USA PET;HUGGLEHOUNDS;Mercadería / Simple
1076;8010690177243CE;GOODBITE HELIX M - CEREALES;;FERPLAST;FERPLAST;Mercadería / Simple
1077;8010690177243CA;GOODBITE HELIX M - CARNE;;FERPLAST;FERPLAST;Mercadería / Simple
1078;8010690177243PO;GOODBITE HELIX M - POLLO;;FERPLAST;FERPLAST;Mercadería / Simple
1079;8010690177243JA;GOODBITE HELIX M - JAMON;;FERPLAST;FERPLAST;Mercadería / Simple
10800005;8886567515019;PINCHO PARA TIERRA - PAWISE - MANGO DE PLASTICO - 10800005;;PET CARE;PAWISE;Mercadería / Simple
10811499;6953182719274;CORREA M-PETS TRAINING LINE 2/100 - NEGRO;;PET CARE;MPETS;Mercadería / Simple
10812999NE;6953182719427NE;SET COLLAR Y CORREA DE PERRO MPETS NEGRO - 10812999;;PET CARE;MPETS;Mercadería / Simple
10812999RO;6953182719427RO;SET COLLAR Y CORREA DE PERRO MPETS ROJO - 10812999;;PET CARE;MPETS;Mercadería / Simple
10813099NEG;6953182719434NEG;COLLAR M-PETS GATO DIAMONDS NEGRO - 10813099;;PET CARE;MPETS;Mercadería / Simple
10813099ROJ;6953182719434ROJ;COLLAR M-PETS GATO DIAMONDS ROJO - 10813099;;PET CARE;MPETS;Mercadería / Simple
10813099ROS;6953182719434ROS;COLLAR M-PETS GATO DIAMONDS ROSA - 10813099;;PET CARE;MPETS;Mercadería / Simple
10813199CE;6953182719441CE;COLLAR M-PETS GATO JEWEL CELESTE - 10813199;;PET CARE;MPETS;Mercadería / Simple
10813199RO;6953182719441RO;COLLAR M-PETS GATO JEWEL ROSA - 10813199;;PET CARE;MPETS;Mercadería / Simple
10813299;6953182719458;COLLAR M-PETS - GATO - GLITTER - 10813299;;PET CARE;MPETS;Mercadería / Simple
10813399BE;6953182719465BE;COLLAR GATO MPETS CUERO BEIGE - 10813399;;PET CARE;MPETS;Mercadería / Simple
10813399MA;6953182719465MA;COLLAR GATO MPETS CUERO MARRON - 10813399;;PET CARE;MPETS;Mercadería / Simple
10813399NE;6953182719465NE;COLLAR GATO MPETS CUERO NEGRO - 10813399;;PET CARE;MPETS;Mercadería / Simple
10813399RO;6953182719465RO;COLLAR GATO MPETS CUERO ROJO - 10813399;;PET CARE;MPETS;Mercadería / Simple
10813399VE;6953182719465VE;COLLAR GATO MPETS CUERO VERDE - 10813399;;PET CARE;MPETS;Mercadería / Simple
10813699AZ;6953182719496AZ;COLLAR PARA GATO M-PETS - REFLECTIVE - AZUL - 10813699;;PET CARE;MPETS;Mercadería / Simple
10813699RO;6953182719496RO;COLLAR PARA GATO M-PETS - REFLECTIVE - ROJO - 10813699;;PET CARE;MPETS;Mercadería / Simple
10817299;6953182732280;COLLAR M-PETS - PERRO - HIKING SOFT - S - 10817299;;PET CARE;MPETS;Mercadería / Simple
10817399;6953182732297;COLLAR M-PETS - PERRO - HIKING SOFT - M - 10817399;;PET CARE;MPETS;Mercadería / Simple
10817499;6953182732303;COLLAR M-PETS - PERRO - HIKING SOFT - L - 10817499;;PET CARE;MPETS;Mercadería / Simple
10817599;6953182732310;COLLAR M-PETS - PERRO - HIKING SOFT - XL - 10817599;;PET CARE;MPETS;Mercadería / Simple
10817699;6953182732327;COLLAR M-PETS - PERRO - HIKING - S - 10817699;;PET CARE;MPETS;Mercadería / Simple
10817799;6953182732334;COLLAR M-PETS - PERRO - HIKING - M - 10817799;;PET CARE;MPETS;Mercadería / Simple
10817899;6953182732341;COLLAR M-PETS - PERRO - HIKING - L - 10817899;;PET CARE;MPETS;Mercadería / Simple
10817999;6953182732358;COLLAR M-PETS - PERRO - HIKING - XL - 10817999;;PET CARE;MPETS;Mercadería / Simple
10818399;6953182732396;CORREA M-PETS - HIKING - 10818399;;PET CARE;MPETS;Mercadería / Simple
10818499;6953182732402;CORREA M-PETS - HIKING JOGGING - 10818499;;PET CARE;MPETS;Mercadería / Simple
10818599;6953182732426;ARNES M-PETS - HIKING TRIANGLE - S - 10818599;;PET CARE;MPETS;Mercadería / Simple
10818699;6953182732433;ARNES M-PETS - HIKING TRIANGLE - M - 10818699;;PET CARE;MPETS;Mercadería / Simple
10818799;6953182732440;ARNES M-PETS - HIKING TRIANGLE - L - 10818799;;PET CARE;MPETS;Mercadería / Simple
10818899;6953182732457;ARNES M-PETS - HIKING TRIANGLE - XL - 10818899;;PET CARE;MPETS;Mercadería / Simple
10818999;6953182732464;CORREA M-PETS - HIKING RUNNING SET - 10818999;;PET CARE;MPETS;Mercadería / Simple
10819499;6953182733874;CORREA M-PETS - FLEX SHOCK ABSORBER - ROJA - 10819499;;PET CARE;MPETS;Mercadería / Simple
10820;7790187345898;ROYAL CANIN PERRO GASTROINTESTINAL 10 KG;;WINDIES;ROYAL CANIN;Mercadería / Simple
10820099;6953182733935;CORREA M-PETS - ECO S - VERDE - 10820099;;PET CARE;MPETS;Mercadería / Simple
10820399;6953182733966;COLLAR M-PETS - PERRO - MOVER - M - 10820399;;PET CARE;MPETS;Mercadería / Simple
10820499;6953182733973;COLLAR M-PETS - PERRO - MOVER - L - 10820499;;PET CARE;MPETS;Mercadería / Simple
10821099;6953182734031;CORREA M-PETS - PERRO - MOVER - 1.6/120 - 10821099;;PET CARE;MPETS;Mercadería / Simple
10821199;6953182734048;CORREA M-PETS - PERRO - MOVER - 1.9/120 - 10821199;;PET CARE;MPETS;Mercadería / Simple
10836699;6953182725886;CORREA MPETS WILD TRAVEL SAFARI (S/M) - 10836699;;PET CARE;MPETS;Mercadería / Simple
10836799;6953182725893;CORREA MPETS WILD TRAVEL SAFARI (L/XL) - 10836799;;PET CARE;MPETS;Mercadería / Simple
10837499;6953182725961;ARNES MPETS WILD SAFARI (XS) - 10837499 (X);;PET CARE;MPETS;Mercadería / Simple
10837599;6953182725978;ARNES MPETS WILD SAFARI (S) - 10837599 (X);;PET CARE;MPETS;Mercadería / Simple
10837699;6953182725985;ARNES MPETS WILD SAFARI (M) - 10837699 (X);;PET CARE;MPETS;Mercadería / Simple
10837799;6953182725992;ARNES MPETS WILD SAFARI (L) - 10837799;;PET CARE;MPETS;Mercadería / Simple
10837999;6953182726012;CORREA MPETS WILD TRAVEL JUNGLE (S/M) - 10837999;;PET CARE;MPETS;Mercadería / Simple
10838099;6953182726029;CORREA MPETS WILD TRAVEL JUNGLE (L/XL) - 10838099;;PET CARE;MPETS;Mercadería / Simple
10838799;6953182726098;ARNES MPETS WILD JUNGLE (XS) - 10838799;;PET CARE;MPETS;Mercadería / Simple
10838899;6953182726104;ARNES MPETS WILD JUNGLE (S) - 10838899 (X);;PET CARE;MPETS;Mercadería / Simple
10838999;6953182726111;ARNES MPETS WILD JUNGLE (M) - 10838999 (X);;PET CARE;MPETS;Mercadería / Simple
10839099;6953182726128;ARNES MPETS WILD JUNGLE (L) - 10839099 (X);;PET CARE;MPETS;Mercadería / Simple
10839699;6953182726579;COLLAR MPETS BANDANA URBAN FREESTYLE (S) - 10839699 (X);;PET CARE;MPETS;Mercadería / Simple
10839799;6953182726586;COLLAR MPETS BANDANA URBAN FREESTYLE (M) - 10839799 (X);;PET CARE;MPETS;Mercadería / Simple
10839899;6953182726593;COLLAR MPETS BANDANA URBAN FREESTYLE (L) - 10839899;;PET CARE;MPETS;Mercadería / Simple
10839999;6953182726609;COLLAR MPETS BANDANA URBAN JAZZ STRIPS (XS) - 10839999;;PET CARE;MPETS;Mercadería / Simple
10840099;6953182726616;COLLAR MPETS BANDANA URBAN JAZZ STRIPS (S) - 10840099 (X);;PET CARE;MPETS;Mercadería / Simple
10840199;6953182747796;COLLAR MPETS BANDANA URBAN JAZZ STRIPS (M) - 10840199 (X);;PET CARE;MPETS;Mercadería / Simple
10840299;6953182747802;COLLAR MPETS BANDANA URBAN JAZZ STRIPS (L) - 10840299 (X);;PET CARE;MPETS;Mercadería / Simple
10841499;6953182749431;COLLAR MPETS BANDANA WILD SAFARI (M) - 10841499 (X);;PET CARE;MPETS;Mercadería / Simple
10841599;6953182749448;COLLAR MPETS BANDANA WILD SAFARI (L) - 10841599 (X);;PET CARE;MPETS;Mercadería / Simple
10841799;6953182749455;COLLAR MPETS BANDANA WILD JUNGLE (S) - 10841799 (X);;PET CARE;MPETS;Mercadería / Simple
10841899;6953182749653;COLLAR MPETS BANDANA WILD JUNGLE (M) - 10841899;;PET CARE;MPETS;Mercadería / Simple
10841999;6953182749547;COLLAR MPETS BANDANA WILD JUNGLE (L) - 10841999;;PET CARE;MPETS;Mercadería / Simple
1084S;;OBSEQUIO - COMEDERO CHICO A INOXIDABLE;;SADENIR;EQUILIBRIO;Mercadería / Simple
